weights_index,architecture,flop,params,train_time10,train_acc10,valid_acc10,train_time50,train_acc50,valid_acc50,test_acc50,gpu_latency,rasp_latency,fpga_latency,mcu_latency
004-20,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('dil_conv_3x3', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",650.87712,3.910942,0:25:29,71.394,77.44,2:08:09,86.514,91.65,91.64999741,34.68911066,284.87,348.39,526.38
004-21,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('dil_conv_3x3', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",609.571008,3.68263,0:23:39,70.6,77.65,1:59:03,85.53,91.16,91.15999751,32.01962128,269.74,348.84,400.38
004-22,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('dil_conv_3x3', 1), ('sep_conv_3x3', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",650.87712,3.910942,0:25:38,70.454,75.06,2:08:34,86.32,91.56,91.55999736,34.74449439,245.92,414.03,499.14
004-23,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('skip_connect', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",621.957312,3.731014,0:24:27,76.58,80.25,2:01:53,90.514,93.2,93.1999975,33.09241028,257.16,360,440.17
004-24,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 2), ('sep_conv_3x3', 1), ('dil_conv_3x3', 3), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",621.957312,3.731014,0:24:14,76.496,78.85,2:01:37,90.328,93.5,93.4999975,33.10208273,200.94,347.91,547.14
004-25,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_5x5', 2), ('sep_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",599.230656,3.575278,0:23:07,79.798,79.97,1:55:52,92.21,93.73,93.7299973,31.96421776,264.6,407.53,436.36
004-26,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",593.037504,3.551086,0:22:56,80.59,85.12,1:54:20,92.796,93.87,93.86999766,31.50540876,272.99,445.7,447.86
004-27,"Genotype(normal=[('sep_conv_5x5', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",551.731392,3.322774,0:20:50,79.936,84.49,1:44:27,92.204,93.73,93.72999756,28.82276092,157.95,451.43,529.15
004-28,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",539.345088,3.27439,0:20:06,79.988,83.9,1:40:49,91.968,94.1,94.0999976,27.77415166,278.6,472.97,422.5
004-29,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('max_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",568.264896,3.454318,0:21:24,80.938,82.14,1:47:15,93.066,94.37,94.36999749,29.34373569,294.33,369.75,475.54
004-30,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",568.292544,3.454318,0:21:24,81.006,84.86,1:47:15,92.62,94.06,94.05999749,29.34799495,293.13,331.92,427.48
004-31,"Genotype(normal=[('sep_conv_3x3', 1), ('skip_connect', 0), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.066624,3.046078,0:18:07,81.518,83.61,1:30:37,92.892,94.21,94.20999741,25.06507831,277.15,472.25,513.41
004-32,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.066624,3.046078,0:18:13,81.348,84.76,1:30:48,92.872,94.21,94.20999749,25.08211279,256.03,347.8,407.26
004-36,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.094272,3.046078,0:18:15,81.49,81.75,1:31:13,92.746,94.05,94.04999731,25.06949377,243.9,359.75,422.67
004-37,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_3x3', 1), ('skip_connect', 2), ('avg_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.094272,3.046078,0:18:11,81.594,84.27,1:31:08,92.876,94.14,94.13999758,25.06464863,210.35,421.34,531.4
004-40,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('avg_pool_3x3', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.094272,3.046078,0:18:10,81.828,83.39,1:31:03,92.88,94.22,94.21999731,25.06988688,171.38,460.56,454.97
004-42,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('avg_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 3), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",498.094272,3.046078,0:18:00,81.48,83.74,1:30:35,92.528,93.88,93.87999752,24.98155513,195.12,387.49,491.28
004-49,"Genotype(normal=[('skip_connect', 0), ('sep_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('skip_connect', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('avg_pool_3x3', 0), ('skip_connect', 2), ('skip_connect', 3), ('avg_pool_3x3', 0), ('skip_connect', 2)], reduce_concat=range(2, 6))",440.254656,2.686222,0:15:30,81.682,82.19,1:17:50,92.998,94.04,94.03999739,21.81857209,166.01,351.3,478.23
004-51,"Genotype(normal=[('avg_pool_3x3', 1), ('none', 0), ('sep_conv_3x3', 2), ('max_pool_3x3', 1), ('none', 2), ('dil_conv_5x5', 3), ('avg_pool_3x3', 1), ('dil_conv_3x3', 4)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 1), ('sep_conv_5x5', 0), ('dil_conv_3x3', 2), ('sep_conv_5x5', 0), ('sep_conv_5x5', 0), ('dil_conv_5x5', 3), ('sep_conv_5x5', 4), ('skip_connect', 1)], reduce_concat=range(2, 6))",394.276032,2.48275,0:15:10,63.528,68.85,1:16:38,72.182,86.61,86.6099973,21.46278892,257.29,370.77,479.48
004-52,"Genotype(normal=[('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_5x5', 1), ('none', 2), ('dil_conv_5x5', 1), ('avg_pool_3x3', 4), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('none', 2), ('sep_conv_5x5', 1), ('none', 1), ('dil_conv_5x5', 2), ('dil_conv_5x5', 1), ('avg_pool_3x3', 4)], reduce_concat=range(2, 6))",514.517184,3.081718,0:20:04,71.354,72.6,1:40:21,84.438,90.78,90.77999767,27.87453914,270.19,434.81,457.33
004-53,"Genotype(normal=[('max_pool_3x3', 1), ('none', 0), ('none', 2), ('skip_connect', 1), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 4)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 2), ('sep_conv_5x5', 0), ('skip_connect', 2), ('sep_conv_3x3', 0), ('sep_conv_5x5', 3), ('avg_pool_3x3', 1)], reduce_concat=range(2, 6))",441.001152,2.713438,0:16:34,69.724,75.81,1:23:40,86.53,91.08,91.07999729,23.85235853,150.54,339.52,472.02
004-54,"Genotype(normal=[('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_5x5', 2), ('skip_connect', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 1), ('sep_conv_3x3', 1), ('dil_conv_5x5', 4)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('sep_conv_5x5', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 1), ('skip_connect', 2), ('sep_conv_5x5', 0), ('avg_pool_3x3', 0), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",479.542464,2.94931,0:17:49,71.588,77.93,1:29:39,85.098,90.37,90.36999747,25.04231997,158.79,387.39,467.03
004-55,"Genotype(normal=[('none', 1), ('sep_conv_3x3', 0), ('dil_conv_3x3', 2), ('none', 1), ('max_pool_3x3', 2), ('none', 3), ('max_pool_3x3', 4), ('sep_conv_5x5', 1)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_5x5', 1), ('dil_conv_5x5', 2), ('skip_connect', 0), ('max_pool_3x3', 2), ('sep_conv_3x3', 0), ('avg_pool_3x3', 0), ('dil_conv_3x3', 3)], reduce_concat=range(2, 6))",407.491776,2.492902,0:15:39,64.59,72.42,1:18:53,66.74,85.86,85.85999729,22.36911011,260.55,399.6,409.32
004-56,"Genotype(normal=[('none', 1), ('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('max_pool_3x3', 2), ('dil_conv_5x5', 3), ('max_pool_3x3', 2), ('max_pool_3x3', 4), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 1), ('sep_conv_5x5', 0), ('max_pool_3x3', 2), ('dil_conv_5x5', 0), ('skip_connect', 3), ('avg_pool_3x3', 2), ('sep_conv_5x5', 0), ('none', 3)], reduce_concat=range(2, 6))",434.973888,2.656846,0:16:41,62.502,60.28,1:24:05,66.74,85.19,85.18999766,24.00299416,185.56,318.37,403.64
004-57,"Genotype(normal=[('sep_conv_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 1), ('sep_conv_3x3', 2), ('sep_conv_3x3', 3), ('none', 1), ('max_pool_3x3', 4), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('sep_conv_3x3', 1), ('dil_conv_3x3', 0), ('none', 2), ('dil_conv_3x3', 0), ('skip_connect', 3), ('max_pool_3x3', 0), ('max_pool_3x3', 3)], reduce_concat=range(2, 6))",482.058432,2.986246,0:17:27,73.606,75.64,1:28:20,88.744,92.63,92.62999753,24.89989834,223.47,318.62,427.05
004-58,"Genotype(normal=[('dil_conv_3x3', 1), ('avg_pool_3x3', 0), ('skip_connect', 1), ('sep_conv_3x3', 2), ('avg_pool_3x3', 3), ('none', 1), ('dil_conv_3x3', 4), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('none', 1), ('skip_connect', 0), ('avg_pool_3x3', 2), ('none', 0), ('max_pool_3x3', 3), ('sep_conv_5x5', 0), ('sep_conv_3x3', 2)], reduce_concat=range(2, 6))",367.374528,2.268046,0:13:50,70.98,71.36,1:10:17,84.644,90.54,90.53999755,19.61306734,215.73,386.45,419.2
004-59,"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('sep_conv_3x3', 2), ('dil_conv_5x5', 3), ('avg_pool_3x3', 1), ('max_pool_3x3', 4), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_3x3', 0), ('none', 1), ('sep_conv_3x3', 0), ('none', 2), ('dil_conv_3x3', 0), ('skip_connect', 3), ('sep_conv_3x3', 0), ('max_pool_3x3', 2)], reduce_concat=range(2, 6))",413.767872,2.512126,0:15:59,73.172,73.65,1:20:41,83.382,90.92,90.90999768,23.0795053,285.35,369.78,459.97
004-60,"Genotype(normal=[('max_pool_3x3', 1), ('dil_conv_3x3', 0), ('none', 1), ('max_pool_3x3', 2), ('sep_conv_5x5', 3), ('dil_conv_3x3', 1), ('sep_conv_3x3', 4), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('skip_connect', 1), ('sep_conv_5x5', 0), ('skip_connect', 2), ('sep_conv_3x3', 0), ('dil_conv_3x3', 3), ('sep_conv_3x3', 0), ('avg_pool_3x3', 3)], reduce_concat=range(2, 6))",516.09312,3.169414,0:19:54,69.866,76.37,1:40:49,80.272,90.02,90.01999747,28.14292145,283.96,344.11,440.4
004-61,"Genotype(normal=[('skip_connect', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 1), ('avg_pool_3x3', 2), ('max_pool_3x3', 3), ('max_pool_3x3', 2), ('sep_conv_5x5', 4), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('none', 0), ('skip_connect', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3), ('dil_conv_5x5', 0), ('dil_conv_3x3', 4)], reduce_concat=range(2, 6))",411.749568,2.494198,0:15:59,70.786,76.23,1:21:13,83.544,90.07,90.06999717,23.08765311,167.45,490.55,462.74
004-62,"Genotype(normal=[('dil_conv_5x5', 1), ('sep_conv_3x3', 0), ('skip_connect', 1), ('avg_pool_3x3', 2), ('avg_pool_3x3', 3), ('none', 2), ('max_pool_3x3', 4), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('skip_connect', 0), ('dil_conv_5x5', 2), ('sep_conv_5x5', 0), ('max_pool_3x3', 3), ('sep_conv_3x3', 0), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",405.50112,2.500462,0:15:25,68.11,74.22,1:18:05,82.578,89.9,89.89999769,21.99637594,290.76,498.88,415.65
004-63,"Genotype(normal=[('sep_conv_3x3', 1), ('sep_conv_3x3', 0), ('dil_conv_5x5', 1), ('skip_connect', 2), ('none', 3), ('dil_conv_5x5', 2), ('max_pool_3x3', 4), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('dil_conv_5x5', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_3x3', 2), ('dil_conv_5x5', 0), ('dil_conv_3x3', 3), ('skip_connect', 0), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",439.756992,2.701126,0:16:37,66.038,66.19,1:23:36,79.156,88.86,88.8599976,23.48336072,183.51,427.32,464.46
004-64,"Genotype(normal=[('avg_pool_3x3', 1), ('dil_conv_3x3', 0), ('dil_conv_3x3', 2), ('skip_connect', 1), ('skip_connect', 3), ('avg_pool_3x3', 2), ('sep_conv_5x5', 4), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_5x5', 2), ('skip_connect', 0), ('skip_connect', 3), ('max_pool_3x3', 0), ('max_pool_3x3', 4)], reduce_concat=range(2, 6))",446.530752,2.692918,0:16:58,72.412,68.71,1:24:47,86.908,91.52,91.51999742,23.99379478,220.92,344.91,538.23
004-65,"Genotype(normal=[('skip_connect', 1), ('sep_conv_5x5', 0), ('dil_conv_5x5', 2), ('dil_conv_3x3', 1), ('dil_conv_5x5', 3), ('avg_pool_3x3', 2), ('skip_connect', 4), ('sep_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('skip_connect', 1), ('skip_connect', 0), ('none', 2), ('dil_conv_3x3', 0), ('avg_pool_3x3', 3), ('dil_conv_5x5', 0), ('skip_connect', 4)], reduce_concat=range(2, 6))",478.270656,2.902654,0:17:54,66.572,72.66,1:30:29,84.782,90.06,90.05999727,25.31088772,247.63,461.75,536.4
004-66,"Genotype(normal=[('skip_connect', 1), ('dil_conv_3x3', 0), ('skip_connect', 2), ('avg_pool_3x3', 1), ('none', 3), ('sep_conv_5x5', 2), ('sep_conv_5x5', 4), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_5x5', 0), ('sep_conv_5x5', 1), ('avg_pool_3x3', 0), ('avg_pool_3x3', 2), ('skip_connect', 0), ('skip_connect', 3), ('dil_conv_5x5', 0), ('dil_conv_5x5', 4)], reduce_concat=range(2, 6))",425.048256,2.583406,0:16:05,72.578,76.56,1:20:34,86.216,91.17,91.16999756,23.09548669,168.32,480.06,515.58
004-67,"Genotype(normal=[('avg_pool_3x3', 1), ('sep_conv_3x3', 0), ('avg_pool_3x3', 2), ('avg_pool_3x3', 1), ('max_pool_3x3', 3), ('sep_conv_5x5', 2), ('max_pool_3x3', 4), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('sep_conv_3x3', 1), ('dil_conv_5x5', 0), ('max_pool_3x3', 2), ('skip_connect', 0), ('max_pool_3x3', 2), ('avg_pool_3x3', 4), ('max_pool_3x3', 0)], reduce_concat=range(2, 6))",379.65024,2.309518,0:15:35,63.016,64.65,1:18:34,74.948,86.34,86.33999758,22.24607062,247.06,316.54,537.47
004-68,"Genotype(normal=[('skip_connect', 1), ('dil_conv_5x5', 0), ('none', 2), ('sep_conv_3x3', 1), ('avg_pool_3x3', 3), ('dil_conv_3x3', 2), ('max_pool_3x3', 4), ('avg_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('skip_connect', 0), ('max_pool_3x3', 1), ('skip_connect', 0), ('sep_conv_3x3', 2), ('none', 0), ('dil_conv_5x5', 2), ('none', 4), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",369.42048,2.255086,0:14:05,66.396,67.12,1:11:10,83.976,89.55,89.54999749,20.09078879,214.71,411.25,447.38
004-69,"Genotype(normal=[('sep_conv_5x5', 1), ('dil_conv_5x5', 0), ('avg_pool_3x3', 2), ('sep_conv_3x3', 1), ('avg_pool_3x3', 3), ('sep_conv_3x3', 2), ('max_pool_3x3', 4), ('max_pool_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('sep_conv_5x5', 1), ('skip_connect', 0), ('max_pool_3x3', 2), ('sep_conv_3x3', 0), ('max_pool_3x3', 2), ('max_pool_3x3', 4), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",472.68576,2.880406,0:18:44,58.884,64.53,1:34:35,74.164,85.34,85.33999746,26.53329268,235.33,326.64,507.53
004-70,"Genotype(normal=[('none', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('skip_connect', 1), ('dil_conv_5x5', 3), ('avg_pool_3x3', 2), ('skip_connect', 4), ('dil_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('avg_pool_3x3', 0), ('sep_conv_5x5', 1), ('none', 0), ('avg_pool_3x3', 2), ('max_pool_3x3', 0), ('sep_conv_3x3', 2), ('dil_conv_5x5', 4), ('avg_pool_3x3', 0)], reduce_concat=range(2, 6))",405.584064,2.470006,0:14:42,73.146,77.57,1:14:34,86.956,91.42,91.41999734,20.9378602,211.17,459.13,411.69
004-71,"Genotype(normal=[('sep_conv_5x5', 1), ('max_pool_3x3', 0), ('skip_connect', 2), ('dil_conv_3x3', 1), ('skip_connect', 3), ('sep_conv_3x3', 2), ('sep_conv_3x3', 4), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('sep_conv_3x3', 0), ('avg_pool_3x3', 1), ('dil_conv_5x5', 0), ('none', 2), ('none', 0), ('max_pool_3x3', 2), ('sep_conv_5x5', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",498.81312,3.073294,0:18:37,73.38,79.02,1:32:45,82.414,90.89,90.88999746,25.89210768,186.32,459.63,529.34
004-72,"Genotype(normal=[('dil_conv_5x5', 1), ('sep_conv_5x5', 0), ('none', 2), ('avg_pool_3x3', 1), ('sep_conv_3x3', 3), ('max_pool_3x3', 2), ('avg_pool_3x3', 4), ('dil_conv_3x3', 3)], normal_concat=range(2, 6), reduce=[('max_pool_3x3', 0), ('dil_conv_3x3', 1), ('dil_conv_5x5', 0), ('none', 2), ('avg_pool_3x3', 0), ('sep_conv_3x3', 2), ('sep_conv_5x5', 4), ('sep_conv_3x3', 0)], reduce_concat=range(2, 6))",450.069696,2.759014,0:17:24,64.154,70.11,1:27:36,77.95,88.27,88.26999757,24.59897671,207.35,325.19,524.86
004-73,"Genotype(normal=[('avg_pool_3x3', 1), ('max_pool_3x3', 0), ('sep_conv_5x5', 2), ('dil_conv_3x3', 1), ('sep_conv_3x3', 3), ('avg_pool_3x3', 2), ('dil_conv_5x5', 4), ('sep_conv_5x5', 3)], normal_concat=range(2, 6), reduce=[('none', 0), ('skip_connect', 1), ('none', 0), ('skip_connect', 2), ('max_pool_3x3', 0), ('avg_pool_3x3', 2), ('max_pool_3x3', 4), ('dil_conv_5x5', 0)], reduce_concat=range(2, 6))",501.080256,2.988622,0:20:00,74.524,78.04,1:40:14,81.326,90.54,90.53999741,27.8651011,252.66,424.73,540.06
004-74,"Genotype(normal=[('max_pool_3x3', 1), ('dil_conv_3x3', 0), ('sep_conv_3x3', 2), ('avg_pool_3x3', 1), ('avg_pool_3x3', 3), ('sep_conv_5x5', 2), ('max_pool_3x3', 4), ('skip_connect', 3)], normal_concat=range(2, 6), reduce=[('none', 0), ('sep_conv_3x3', 1), ('sep_conv_5x5', 0), ('avg_pool_3x3', 2), ('skip_connect', 0), ('none', 2), ('dil_conv_5x5', 4), ('sep_conv_5x5', 0)], reduce_concat=range(2, 6))",415.59264,2.559862,0:16:14,65.568,63.89,1:21:42,78.69,88.5,88.4999973,22.98243885,176.05,375.33,528.8
